,Name,Type,Constellation,Rise,Set,Duration,Magnitude
312,IC0451,G,Cam,22,6,9.39,
313,IC0455,G,Cep,22,6,9.39,
314,IC0457,Dup,Lyn,3,6,3.13,
315,IC0458,G,Lyn,3,6,3.13,
316,IC0459,G,Lyn,3,6,3.13,
317,IC0460,G,Lyn,3,6,3.13,
318,IC0461,G,Lyn,3,6,3.13,
319,IC0462,*,Lyn,3,6,3.13,
320,IC0463,G,Lyn,3,6,3.13,
321,IC0464,G,Lyn,3,6,3.13,
322,IC0465,Dup,Lyn,3,6,3.13,
324,IC0469,G,Cep,22,6,9.39,
326,IC0471,G,Lyn,4,6,2.09,
327,IC0472,G,Lyn,4,6,2.09,
328,IC0475,G,Gem,5,6,1.04,
329,IC0499,G,Cam,22,6,9.39,
330,IC0511,G,Cam,22,6,9.39,
331,IC0512,G,Cam,22,6,9.39,
333,IC0522,G,UMa,4,6,2.09,
335,IC0604,Dup,UMa,5,6,1.04,
336,IC0644,Dup,UMa,22,6,9.39,
337,IC0646,G,UMa,22,6,9.39,
339,IC0694,G,UMa,22,6,9.39,
340,IC0740,Dup,UMa,22,23,1.04,
341,IC0758,G,UMa,22,6,9.39,
342,IC0778,Dup,UMa,22,23,1.04,
343,IC0801,G,CVn,22,23,1.04,
344,IC0802,*,Dra,22,6,9.39,
345,IC0830,G,UMa,22,23,1.04,
346,IC0836,G,Dra,22,0,3.13,
347,IC0847,Dup,UMa,22,0,2.09,
348,IC0852,G,UMa,22,0,2.09,
351,IC0902,G,UMa,22,0,2.09,
353,IC0917,*,UMa,22,0,2.09,
354,IC0918,G,UMa,22,0,2.09,
355,IC0919,G,UMa,22,0,2.09,
356,IC0921,G,UMa,22,0,2.09,
357,IC0922,G,UMa,22,0,2.09,
358,IC0923,G,UMa,22,0,2.09,
359,IC0925,G,UMa,22,0,2.09,
360,IC0926,G,UMa,22,0,2.09,
361,IC0928,G,UMa,22,0,2.09,
362,IC0929,G,UMa,22,0,2.09,
363,IC0930,G,UMa,22,0,2.09,
364,IC0931,G,UMa,22,0,2.09,
365,IC0932,G,UMa,22,0,2.09,
366,IC0934,G,UMa,22,0,2.09,
367,IC0935,Dup,UMa,22,0,2.09,
368,IC0936,G,UMa,22,0,2.09,
369,IC0937,G,UMa,22,0,2.09,
370,IC0938,G,UMa,22,0,2.09,
371,IC0942,G,UMa,22,0,3.13,
372,IC0945,G,UMi,22,6,9.39,
373,IC0951,G,UMa,22,0,2.09,
374,IC0954,G,UMi,22,6,9.39,
375,IC0990,G,Boo,22,23,1.04,
376,IC0995,G,UMa,22,0,3.13,
377,IC0996,G,UMa,22,0,3.13,
378,IC1005,Dup,UMi,22,6,9.39,
379,IC1008,GPair,Boo,22,23,1.04,
380,IC1008 NED01,G,Boo,22,23,1.04,
381,IC1008 NED02,G,Boo,22,23,1.04,
382,IC1012,G,Boo,22,23,1.04,
383,IC1013,G,Boo,22,23,1.04,
384,IC1017,G,Boo,22,23,1.04,
385,IC1018,G,Boo,22,23,1.04,
386,IC1019,G,Boo,22,23,1.04,
387,IC1020,G,Boo,22,23,1.04,
388,IC1026,Dup,Boo,22,23,1.04,
389,IC1027,G,Boo,22,0,3.13,
390,IC1028,G,Boo,22,0,2.09,
392,IC1030,Dup,Boo,22,23,1.04,
393,IC1031,G,Boo,22,0,2.09,
394,IC1032,G,Boo,22,0,2.09,
395,IC1033,G,Boo,22,0,2.09,
396,IC1045,Dup,Boo,22,0,2.09,
397,IC1046,G,UMi,22,6,9.39,
398,IC1049,G,Dra,22,1,4.17,
399,IC1056,G,Boo,22,0,3.13,
400,IC1057,Dup,Boo,22,0,3.13,
402,IC1069,G,Boo,22,0,3.13,
403,IC1074,G,Boo,22,0,3.13,
404,IC1083,G,UMi,22,4,7.3,
405,IC1090,Other,Boo,22,0,2.09,
406,IC1096,G,Boo,22,23,1.04,
407,IC1097,G,Boo,22,23,1.04,
408,IC1098,*,Dra,22,1,4.17,
409,IC1099,G,Dra,22,1,4.17,
410,IC1100,Dup,Dra,22,2,5.22,
411,IC1103,G,Se1,22,23,1.04,
412,IC1110,G,UMi,22,3,6.26,
413,IC1111,Dup,Boo,22,1,4.17,
414,IC1114,*,UMi,22,6,9.39,
415,IC1117,G,Se1,22,23,1.04,
416,IC1120,G,Se1,22,23,1.04,
417,IC1123,*,Boo,22,0,3.13,
418,IC1124,G,Se1,22,23,1.04,
419,IC1127,Dup,Se1,22,23,1.04,
421,IC1130,G,Se1,22,23,1.04,
422,IC1131,G,Se1,22,23,1.04,
423,IC1132,G,Se1,22,23,1.04,
424,IC1133,G,Se1,22,23,1.04,
425,IC1134,G,Se1,22,23,1.04,
426,IC1135,G,Se1,22,23,1.04,
427,IC1138,G,CrB,22,0,2.09,
428,IC1139,G,UMi,22,6,9.39,
429,IC1140,Other,Se1,22,23,1.04,
430,IC1141,G,Se1,22,23,1.04,
431,IC1142,G,Se1,22,23,1.04,
432,IC1143,G,UMi,22,6,9.39,
433,IC1144,G,Her,22,0,3.13,
434,IC1145,G,UMi,22,6,9.39,
435,IC1146,G,Dra,22,6,9.39,
436,IC1147,G,Dra,22,6,9.39,
437,IC1148,Dup,Se1,22,0,2.09,
438,IC1149,G,Se1,22,23,1.04,
439,IC1150,Other,Se1,22,23,1.04,
441,IC1152,G,Her,22,1,4.17,
442,IC1153,G,Her,22,1,4.17,
443,IC1154,G,UMi,22,6,9.39,
446,IC1157,G,Se1,22,23,1.04,
447,IC1159,G,Se1,22,23,1.04,
448,IC1160,G,Se1,22,23,1.04,
449,IC1161,G,Se1,22,23,1.04,
451,IC1163,G,Se1,22,23,1.04,
452,IC1164,*,UMi,22,6,9.39,
453,IC1165,GPair,Her,22,23,1.04,
454,IC1165 NED01,G,Her,22,23,1.04,
455,IC1165 NED02,G,Her,22,23,1.04,
456,IC1166,GPair,CrB,22,0,2.09,
458,IC1166 NED02,G,CrB,22,0,2.09,
459,IC1167,G,Se1,22,23,1.04,
460,IC1168,G,Se1,22,23,1.04,
461,IC1169,G,Se1,22,23,1.04,
462,IC1170,G,Her,22,23,1.04,
463,IC1171,*,Her,22,23,1.04,
464,IC1172,Dup,Her,22,23,1.04,
466,IC1174,G,Se1,22,23,1.04,
467,IC1176,Dup,Her,22,23,1.04,
468,IC1177,G,Her,22,23,1.04,
470,IC1179,Dup,Her,22,23,1.04,
473,IC1183,Dup,Her,22,23,1.04,
474,IC1184,Other,Her,22,23,1.04,
477,IC1187,G,UMi,22,6,9.39,
478,IC1188,GPair,Her,22,23,1.04,
479,IC1188A,G,Her,22,23,1.04,
480,IC1188B,G,Her,22,23,1.04,
483,IC1191,GPair,Her,22,0,2.09,
484,IC1191 NED01,G,Her,22,0,2.09,
485,IC1191 NED02,G,Her,22,0,2.09,
490,IC1196,G,Se1,22,23,1.04,
491,IC1197,G,Se1,22,23,1.04,
493,IC1199,G,Se1,22,23,1.04,
494,IC1200,Dup,UMi,22,6,9.39,
495,IC1201,G,Dra,22,6,9.39,
496,IC1202,Dup,Her,22,23,1.04,
497,IC1204,G,UMi,22,6,9.39,
498,IC1205,G,Her,22,23,1.04,
499,IC1206,G,Her,22,23,1.04,
500,IC1208,G,CrB,22,0,3.13,
501,IC1209,G,Her,22,23,1.04,
503,IC1211,G,Dra,23,1,3.13,
504,IC1212,G,Dra,22,3,6.26,
505,IC1214,G,Dra,22,4,7.3,
507,IC1216,G,Dra,22,5,8.35,
508,IC1217,Other,Dra,22,6,9.39,
510,IC1219,G,Her,22,0,2.09,
511,IC1220,G,Her,22,23,1.04,
512,IC1221,G,Her,23,1,3.13,
514,IC1223,G,Her,23,1,3.13,
515,IC1224,G,Her,22,0,2.09,
516,IC1225,G,Dra,22,5,8.35,
517,IC1226,G,Her,23,1,3.13,
518,IC1227,Dup,Dra,23,3,5.22,
519,IC1228,G,Dra,23,4,6.26,
520,IC1229,G,Dra,23,2,4.17,
521,IC1230,GPair,Her,23,2,4.17,
523,IC1232,Dup,Her,23,1,3.13,
524,IC1233,Dup,Dra,23,3,5.22,
525,IC1234,*,Dra,23,3,5.22,
526,IC1235,G,Dra,23,4,6.26,
528,IC1237,G,Dra,23,2,4.17,
529,IC1238,**,Her,22,0,3.13,
530,IC1239,Dup,Her,22,0,3.13,
531,IC1240,Other,Dra,23,3,5.22,
533,IC1242,G,Oph,22,23,1.04,
534,IC1243,Other,Oph,22,0,2.09,
535,IC1244,G,Her,23,1,3.13,
536,IC1245,G,Her,23,1,3.13,
537,IC1246,*,Her,22,0,3.13,
538,IC1248,G,Dra,23,3,5.22,
539,IC1249,G,Her,23,1,3.13,
540,IC1250,G,Dra,0,3,4.17,
541,IC1251,G,Dra,22,6,9.39,
542,IC1252,G,Dra,0,3,4.17,
543,IC1253,Dup,Her,22,0,3.13,
545,IC1255,G,Oph,22,0,2.09,
547,IC1258,G,Dra,0,3,4.17,
548,IC1259,GPair,Dra,0,3,4.17,
549,IC1259 NED01,G,Dra,0,3,4.17,
550,IC1259 NED02,G,Dra,0,3,4.17,
551,IC1260,G,Dra,0,3,4.17,
552,IC1261,GPair,Dra,22,6,9.39,
553,IC1261 NED01,G,Dra,22,6,9.39,
554,IC1261 NED02,G,Dra,22,6,9.39,
556,IC1263,G,Her,0,2,3.13,
557,IC1264,G,Her,0,2,3.13,
558,IC1265,G,Her,0,2,3.13,
560,IC1268,G,Her,22,0,3.13,
562,IC1270,*,Dra,0,4,5.22,
563,IC1272,Other,Her,22,1,4.17,
564,IC1273,**,Her,22,1,4.17,
565,IC1277,G,Her,22,1,4.17,
566,IC1278,Other,Her,23,1,3.13,
567,IC1279,G,Her,0,2,3.13,
568,IC1280,Dup,Her,22,1,4.17,
569,IC1281,GPair,Her,0,2,3.13,
570,IC1281 NED01,G,Her,0,2,3.13,
571,IC1281 NED02,G,Her,0,2,3.13,
572,IC1282,Other,Her,22,1,4.17,
573,IC1285,Other,Her,22,1,4.17,
574,IC1286,G,Dra,0,4,4.17,
575,IC1288,G,Lyr,0,2,3.13,
576,IC1289,G,Lyr,0,2,3.13,
578,IC1293,Other,Dra,0,4,4.17,
579,IC1294,Other,Lyr,0,3,3.13,
580,IC1296,G,Lyr,0,2,3.13,
581,IC1298,Other,Aql,22,0,3.13,
582,IC1299,OCl,Vul,22,2,5.22,
583,IC1300,Dup,Cyg,1,5,4.17,
584,IC1301,G,Cyg,1,4,3.13,
586,IC1303,G,Cyg,22,3,6.26,
587,IC1304,*Ass,Cyg,0,4,4.17,
588,IC1305,Other,Vul,22,2,5.22,
589,IC1306,*Ass,Cyg,0,3,3.13,
590,IC1307,*Ass,Vul,22,3,6.26,
591,IC1310,Cl+N,Cyg,22,4,7.3,
593,IC1312,Other,Sge,22,2,5.22,
594,IC1314,*Ass,Vul,22,3,6.26,
595,IC1315,Other,Cyg,22,3,6.26,
596,IC1316,Other,Aql,22,2,5.22,
599,IC1320,G,Del,22,1,4.17,
600,IC1325,Dup,Del,22,2,5.22,
601,IC1327,G,Aql,22,1,4.17,
602,IC1329,Other,Del,22,3,6.26,
603,IC1340,SNR,Cyg,22,4,7.3,
604,IC1359,G,Del,22,3,6.26,
605,IC1360,G,Equ,22,2,5.22,
606,IC1361,G,Equ,22,2,5.22,
607,IC1362,G,Aqr,23,2,4.17,
608,IC1363,OCl,Cyg,22,6,9.39,
610,IC1365,GGroup,Equ,23,2,4.17,
611,IC1365 NED01,G,Equ,23,2,4.17,
613,IC1366,G,Aqr,23,2,4.17,
614,IC1367,G,Equ,23,2,4.17,
616,IC1369,OCl,Cyg,22,6,9.39,
617,IC1370,G,Aqr,23,2,4.17,
618,IC1371,G,Aqr,0,1,2.09,
619,IC1372,G,Aqr,0,1,2.09,
620,IC1373,G,Aqr,23,2,4.17,
621,IC1374,G,Aqr,23,2,4.17,
622,IC1375,G,Equ,23,2,4.17,
623,IC1376,Other,Aqr,0,1,2.09,
624,IC1377,G,Equ,23,2,4.17,
625,IC1378,Other,Cep,22,6,9.39,
626,IC1379,G,Equ,23,2,4.17,
627,IC1380,G,Peg,23,2,4.17,
628,IC1381,G,Aqr,23,2,4.17,
629,IC1382,Dup,Peg,22,4,7.3,
630,IC1383,G,Aqr,23,2,4.17,
631,IC1384,G,Aqr,23,2,4.17,
633,IC1387,G,Aqr,23,2,4.17,
634,IC1388,G,Aqr,23,2,4.17,
635,IC1390,G,Aqr,23,2,4.17,
636,IC1391,G,Aqr,23,2,4.17,
637,IC1392,G,Cyg,22,5,8.35,
638,IC1394,G,Peg,22,4,7.3,
639,IC1395,G,Peg,23,3,5.22,
640,IC1396,Cl+N,Cep,22,6,9.39,
641,IC1397,G,Aqr,0,1,2.09,
642,IC1398,G,Peg,22,3,6.26,
643,IC1399,G,Peg,23,3,5.22,
644,IC1400,*Ass,Cyg,22,6,9.39,
646,IC1402,*Ass,Cyg,22,6,9.39,
647,IC1403,G,Aqr,0,2,3.13,
648,IC1405,G,Aqr,23,3,5.22,
649,IC1406,G,Aqr,23,3,5.22,
650,IC1407,G,Peg,23,3,5.22,
651,IC1409,G,Aqr,0,1,1.04,
652,IC1410,G,Aqr,0,2,3.13,
653,IC1411,G,Aqr,0,2,3.13,
654,IC1413,G,Aqr,0,2,3.13,
655,IC1414,G,Peg,23,3,5.22,
656,IC1415,Other,Aqr,23,3,5.22,
657,IC1416,Other,Aqr,23,3,5.22,
658,IC1418,G,Peg,23,3,5.22,
659,IC1420,GPair,Peg,22,4,7.3,
660,IC1420 NED01,G,Peg,22,4,7.3,
661,IC1420 NED02,G,Peg,22,4,7.3,
662,IC1422,G,Peg,23,3,5.22,
663,IC1423,G,Peg,23,3,5.22,
664,IC1424,*,Peg,23,4,6.26,
665,IC1425,G,Peg,23,3,5.22,
666,IC1427,G,Peg,22,4,7.3,
667,IC1428,G,Peg,23,3,5.22,
668,IC1429,*,Peg,23,4,6.26,
669,IC1432,G,Peg,23,3,5.22,
670,IC1434,OCl,Lac,22,6,9.39,
671,IC1437,G,Aqr,0,3,4.17,
672,IC1441,G,Lac,22,6,9.39,
674,IC1444,G,Peg,23,3,5.22,
675,IC1446,G,Aqr,0,3,4.17,
676,IC1447,G,Aqr,0,2,2.09,
677,IC1450,**,Peg,22,6,9.39,
678,IC1452,Dup,Peg,23,4,6.26,
680,IC1455,G,Psc,0,3,4.17,
681,IC1457,Other,Aqr,0,2,2.09,
682,IC1458,Dup,Aqr,1,2,1.04,
684,IC1461,G,Peg,23,5,7.3,
685,IC1462,*,Peg,0,4,5.22,
686,IC1465,Other,Peg,23,5,7.3,
687,IC1466,G,Psc,0,3,3.13,
688,IC1467,G,Psc,0,3,3.13,
689,IC1468,G,Psc,0,3,3.13,
690,IC1470,HII,Cep,22,6,9.39,
691,IC1472,G,Peg,23,5,7.3,
692,IC1473,G,Peg,22,6,9.39,
694,IC1476,G,Peg,22,6,9.39,
695,IC1477,Dup,Aqr,1,2,1.04,
696,IC1478,Dup,Peg,0,5,6.26,
697,IC1480,Dup,Peg,0,5,6.26,
699,IC1482,G,Psc,0,4,4.17,
700,IC1483,Dup,Peg,0,5,6.26,
701,IC1484,G,Peg,0,5,6.26,
702,IC1485,Dup,Peg,0,5,6.26,
703,IC1486,Dup,Peg,0,5,6.26,
704,IC1487,Dup,Peg,0,5,6.26,
705,IC1488,G,Peg,0,5,6.26,
707,IC1492,G,Psc,1,3,2.09,
708,IC1493,G,Peg,0,5,6.26,
709,IC1496,G,Psc,1,3,2.09,
710,IC1497,Other,Peg,0,5,6.26,
711,IC1498,G,Aqr,1,3,2.09,
712,IC1500,G,Psc,0,4,4.17,
713,IC1501,G,Psc,1,3,2.09,
714,IC1502,G,Cep,22,6,9.39,
715,IC1503,G,Psc,0,5,5.22,
716,IC1504,G,Psc,0,5,5.22,
717,IC1505,G,Aqr,1,4,3.13,
718,IC1506,G,Psc,0,5,5.22,
719,IC1507,G,Psc,0,4,4.17,
721,IC1510,GGroup,Psc,0,4,4.17,
722,IC1510 NED01,G,Psc,0,4,4.17,
723,IC1510 NED02,G,Psc,0,4,4.17,
724,IC1511,*,Peg,23,6,8.35,
725,IC1512,*,Peg,23,6,8.35,
726,IC1513,G,Peg,0,5,6.26,
728,IC1516,G,Psc,1,4,3.13,
729,IC1517,G,Psc,1,4,3.13,
730,IC1518,G,Peg,0,6,7.3,
731,IC1519,G,Peg,0,6,7.3,
732,IC1521,G,Cet,2,3,1.04,
733,IC1522,G,Psc,0,5,5.22,
734,IC1523,G,Psc,0,5,5.22,
735,IC1524,Dup,Psc,1,4,3.13,
736,IC1525,G,And,22,6,9.39,
737,IC1526,G,Peg,0,6,7.3,
738,IC1527,G,Psc,0,5,5.22,
739,IC1528,G,Cet,2,3,1.04,
740,IC1530,Dup,And,23,6,8.35,
741,IC1533,Other,Cet,2,3,1.04,
742,IC1534,G,And,22,6,9.39,
743,IC1535,G,And,22,6,9.39,
744,IC1536,G,And,22,6,9.39,
745,IC1538,Other,And,23,6,8.35,
746,IC1539,Dup,And,23,6,8.35,
747,IC1540,G,And,0,6,7.3,
748,IC1541,G,And,0,6,7.3,
749,IC1542,G,And,0,6,7.3,
750,IC1543,G,And,0,6,7.3,
752,IC1545,G,And,0,6,7.3,
753,IC1546,Dup,And,0,6,7.3,
754,IC1547,Other,And,0,6,7.3,
755,IC1548,G,And,0,6,7.3,
756,IC1549,G,Psc,0,5,5.22,
757,IC1550,G,And,23,6,8.35,
758,IC1551,G,Psc,0,6,6.26,
759,IC1552,G,Psc,0,6,7.3,
760,IC1557,G,Cet,2,5,3.13,
761,IC1559,Dup,And,0,6,7.3,
762,IC1560,Other,Cet,1,5,4.17,
763,IC1564,G,Psc,0,6,6.26,
764,IC1565,G,Psc,0,6,6.26,
765,IC1566,G,Psc,0,6,6.26,
766,IC1567,Dup,Psc,0,6,6.26,
767,IC1568,G,Psc,0,6,6.26,
768,IC1569,G,Psc,0,6,6.26,
769,IC1570,G,Psc,0,6,6.26,
770,IC1571,G,Cet,1,5,4.17,
771,IC1572,Other,Psc,0,6,6.26,
773,IC1580,Other,And,0,6,7.3,
774,IC1583,G,And,0,6,7.3,
775,IC1584,G,And,0,6,7.3,
776,IC1585,G,And,0,6,7.3,
777,IC1586,G,And,0,6,7.3,
778,IC1590,Cl+N,Cas,22,6,9.39,
779,IC1592,G,Psc,1,6,5.22,
780,IC1593,**,Psc,0,6,7.3,
781,IC1596,G,Psc,0,6,7.3,
782,IC1598,G,Psc,1,6,5.22,
783,IC1607,G,Cet,1,5,4.17,
785,IC1614,G,Psc,0,6,7.3,
786,IC1618,G,Psc,0,6,7.3,
787,IC1619,G,Psc,0,6,7.3,
788,IC1620,G,Psc,0,6,6.26,
789,IC1629,G,Cet,1,6,5.22,
790,IC1632,G,Psc,0,6,6.26,
791,IC1634,G,Psc,0,6,6.26,
792,IC1635,G,Psc,0,6,6.26,
793,IC1636,G,Psc,0,6,7.3,
794,IC1638,G,Psc,0,6,7.3,
795,IC1639,G,Cet,2,5,3.13,
796,IC1640,G,Cet,2,5,3.13,
797,IC1643,G,Cet,2,5,3.13,
800,IC1647,G,And,23,6,8.35,
801,IC1648,G,Psc,0,6,7.3,
802,IC1651,Other,Cet,1,6,5.22,
803,IC1652,G,Psc,0,6,7.3,
804,IC1653,Dup,Psc,0,6,7.3,
805,IC1654,G,Psc,0,6,7.3,
806,IC1656,Dup,Psc,0,6,7.3,
807,IC1658,Dup,Psc,0,6,7.3,
808,IC1659,G,Psc,0,6,7.3,
809,IC1661,Dup,Psc,0,6,7.3,
810,IC1665,Other,And,0,6,7.3,
811,IC1666,G,Psc,0,6,7.3,
812,IC1668,G,Psc,0,6,7.3,
813,IC1669,G,Psc,0,6,7.3,
814,IC1672,G,Psc,0,6,7.3,
815,IC1673,G,Psc,0,6,7.3,
816,IC1675,G,And,0,6,7.3,
817,IC1676,G,Psc,0,6,7.3,
818,IC1677,G,Psc,0,6,7.3,
819,IC1678,G,Psc,1,6,5.22,
820,IC1679,G,Psc,0,6,7.3,
821,IC1680,G,Psc,0,6,7.3,
822,IC1681,G,Cet,2,6,4.17,
823,IC1682,G,Psc,0,6,7.3,
824,IC1683,G,And,0,6,7.3,
825,IC1684,G,Psc,0,6,7.3,
826,IC1685,G,Psc,0,6,7.3,
827,IC1686,Dup,Psc,0,6,7.3,
828,IC1687,G,Psc,0,6,7.3,
829,IC1688,G,Psc,0,6,7.3,
830,IC1689,G,Psc,0,6,7.3,
831,IC1690,G,Psc,0,6,7.3,
832,IC1691,G,Psc,0,6,7.3,
833,IC1692,G,Psc,0,6,7.3,
834,IC1693,G,Cet,2,5,3.13,
835,IC1694,G,Cet,2,6,4.17,
836,IC1695,G,Psc,1,6,5.22,
838,IC1697,G,Cet,2,6,4.17,
839,IC1698,G,Psc,0,6,6.26,
840,IC1699,Dup,Psc,0,6,6.26,
841,IC1700,Dup,Psc,0,6,6.26,
842,IC1701,G,Psc,0,6,6.26,
843,IC1702,G,Psc,0,6,6.26,
844,IC1703,Dup,Cet,2,5,3.13,
845,IC1704,G,Psc,0,6,6.26,
846,IC1705,G,Cet,2,5,3.13,
847,IC1706,G,Psc,0,6,6.26,
848,IC1707,Other,And,0,6,7.3,
849,IC1710,Dup,Psc,0,6,6.26,
850,IC1711,G,Psc,0,6,6.26,
851,IC1712,Dup,Cet,3,5,2.09,
852,IC1713,*,Tri,0,6,7.3,
853,IC1715,G,Psc,1,6,5.22,
854,IC1718,G,Tri,0,6,7.3,
855,IC1721,G,Psc,1,6,5.22,
856,IC1723,G,Psc,1,6,5.22,
857,IC1725,G,Psc,0,6,6.26,
858,IC1726,G,Psc,2,6,4.17,
860,IC1730,G,Ari,0,6,6.26,
861,IC1731,G,Tri,0,6,6.26,
862,IC1732,G,And,0,6,7.3,
864,IC1735,G,Tri,0,6,7.3,
865,IC1736,G,Ari,1,6,5.22,
866,IC1737,Other,And,0,6,7.3,
867,IC1742,G,Ari,0,6,6.26,
868,IC1743,Dup,Ari,1,6,5.22,
869,IC1744,Dup,Ari,1,6,5.22,
870,IC1746,G,Psc,2,6,4.17,
872,IC1748,G,Ari,1,6,5.22,
873,IC1749,G,Psc,2,6,4.17,
874,IC1750,G,Psc,2,6,4.17,
875,IC1751,Dup,Psc,2,6,4.17,
876,IC1752,G,Tri,0,6,6.26,
877,IC1753,G,Tri,0,6,6.26,
878,IC1754,G,Psc,2,6,4.17,
879,IC1755,G,Ari,1,6,5.22,
880,IC1756,G,Cet,2,6,4.17,
881,IC1757,G,Cet,2,6,4.17,
882,IC1761,G,Cet,2,6,4.17,
883,IC1764,G,Ari,0,6,6.26,
884,IC1765,Dup,Tri,0,6,6.26,
885,IC1766,Dup,Tri,0,6,6.26,
886,IC1770,G,Psc,1,6,5.22,
887,IC1771,G,Psc,1,6,5.22,
888,IC1772,G,Psc,2,6,4.17,
889,IC1773,Dup,Tri,0,6,6.26,
891,IC1775,G,Ari,1,6,5.22,
892,IC1776,G,Psc,2,6,4.17,
893,IC1777,G,Ari,1,6,5.22,
894,IC1778,Dup,Psc,2,6,4.17,
895,IC1779,G,Psc,2,6,4.17,
896,IC1780,G,Ari,1,6,5.22,
897,IC1781,G,Cet,3,6,3.13,
899,IC1785,G,Tri,0,6,6.26,
900,IC1786,G,Cet,2,6,4.17,
901,IC1789,G,Tri,0,6,6.26,
902,IC1790,G,Ari,1,6,5.22,
903,IC1791,G,Ari,1,6,5.22,
904,IC1792,G,Tri,0,6,6.26,
905,IC1793,G,Tri,0,6,6.26,
906,IC1794,G,Ari,1,6,5.22,
907,IC1795,HII,Cas,22,2,5.22,
908,IC1797,G,Ari,1,6,5.22,
909,IC1798,G,Ari,2,6,4.17,
910,IC1799,G,And,0,2,3.13,
911,IC1800,Other,Tri,0,6,6.26,
914,IC1803,G,Ari,1,6,5.22,
915,IC1804,G,Ari,1,6,5.22,
917,IC1806,G,Ari,1,6,5.22,
918,IC1807,G,Ari,1,6,5.22,
919,IC1808,Dup,Cet,4,6,2.09,
920,IC1809,G,Ari,1,6,5.22,
921,IC1815,G,Tri,0,6,6.26,
922,IC1817,GPair,Ari,2,6,4.17,
923,IC1817 NED01,G,Ari,2,6,4.17,
924,IC1817 NED02,G,Ari,2,6,4.17,
925,IC1819,G,Cet,3,6,3.13,
926,IC1820,G,Cet,2,6,4.17,
927,IC1821,GPair,Ari,2,6,4.17,
928,IC1821 NED01,G,Ari,2,6,4.17,
929,IC1821 NED02,G,Ari,2,6,4.17,
931,IC1824,Dup,Cas,22,3,6.26,
932,IC1825,G,Cet,2,6,4.17,
933,IC1827,G,Cet,3,6,3.13,
934,IC1828,Dup,Ari,1,6,5.22,
935,IC1829,G,Ari,2,6,4.17,
936,IC1831,Neb,Cas,22,3,6.26,
937,IC1832,G,Ari,1,6,5.22,
938,IC1834,G,Cet,3,6,3.13,
939,IC1835,GGroup,Ari,2,6,4.17,
940,IC1836,G,Cet,3,6,3.13,
941,IC1837,Dup,Cet,3,6,3.13,
942,IC1838,G,Ari,1,6,5.22,
943,IC1839,G,Ari,2,6,4.17,
944,IC1841,G,Ari,1,6,5.22,
945,IC1842,G,Ari,2,6,4.17,
946,IC1843,G,Cet,3,6,3.13,
947,IC1844,G,Cet,3,6,3.13,
948,IC1846,Dup,Ari,2,6,4.17,
949,IC1847,G,Ari,2,6,4.17,
951,IC1849,G,Cet,2,6,4.17,
952,IC1850,Dup,Ari,2,6,4.17,
954,IC1852,Dup,Ari,2,6,4.17,
956,IC1855,G,Ari,2,6,4.17,
957,IC1856,G,Cet,3,6,3.13,
958,IC1857,G,Ari,2,6,4.17,
959,IC1861,G,Ari,1,6,5.22,
960,IC1863,G,Cet,2,6,4.17,
961,IC1865,G,Cet,2,6,4.17,
963,IC1868,G,Cet,2,6,4.17,
964,IC1869,G,Cet,3,6,3.13,
965,IC1870,G,Eri,4,6,2.09,
966,IC1871,HII,Cas,23,3,5.22,
967,IC1872,Other,Per,0,3,3.13,
968,IC1873,G,Cet,2,6,4.17,
969,IC1874,G,Per,0,4,4.17,
970,IC1881,Dup,Per,0,4,4.17,
971,IC1882,G,Cet,3,6,3.13,
972,IC1883,Dup,Per,0,3,3.13,
973,IC1884,Dup,Per,0,3,3.13,
974,IC1886,G,Eri,4,6,2.09,
975,IC1887,Dup,Per,0,3,3.13,
976,IC1888,Dup,Per,0,3,3.13,
977,IC1889,Dup,Per,0,3,3.13,
978,IC1890,G,Ari,2,6,4.17,
979,IC1891,G,Ari,2,6,4.17,
980,IC1893,G,Ari,2,6,4.17,
981,IC1894,G,Ari,2,6,4.17,
984,IC1902,G,Per,1,4,3.13,
985,IC1905,Other,Per,0,3,3.13,
986,IC1907,Dup,Per,0,3,3.13,
987,IC1911,*,Per,1,4,3.13,
988,IC1918,G,Tau,3,6,3.13,
989,IC1930,G,Tau,3,6,3.13,
990,IC1931,G,Tau,4,6,2.09,
991,IC1934,G,Per,0,4,4.17,
992,IC1941,Other,Tau,2,6,4.17,
993,IC1956,G,Tau,3,6,3.13,
994,IC1967,G,Tau,4,6,2.09,
995,IC1977,G,Tau,2,6,4.17,
996,IC1985,Dup,Per,1,5,4.17,
997,IC1990,Neb,Tau,2,6,4.17,
998,IC1995,Neb,Tau,2,6,4.17,
999,IC1998,G,Tau,4,6,2.09,
1000,IC2002,Dup,Tau,3,6,3.13,
1002,IC2005,G,Per,1,4,3.13,
1003,IC2016,G,Tau,3,6,3.13,
1004,IC2019,G,Tau,4,6,2.09,
1005,IC2027,G,Per,1,5,4.17,
1006,IC2031,G,Eri,5,6,1.04,
1007,IC2057,G,Tau,4,6,2.09,
1008,IC2061,Other,Tau,3,6,3.13,
1009,IC2062,*,Cam,22,6,9.39,
1011,IC2074,Other,Tau,4,6,2.09,
1012,IC2077,Dup,Tau,5,6,1.04,
1013,IC2087,Neb,Tau,3,6,3.13,
